"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"BMI ? 30 (age-standardized estimate)","20+","Vanuatu","Male","2008","Western Pacific","22.9 [16.2-29.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Venezuela (Bolivarian Republic of)","Male","2008","Americas","26.6 [18.2-34.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Viet Nam","Male","2008","Western Pacific","1.2 [0.7-2.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Yemen","Male","2008","Eastern Mediterranean","10.5 [3.0-22.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Zambia","Male","2008","Africa","1.2 [0.4-2.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Zimbabwe","Male","2008","Africa","2.8 [1.4-4.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Afghanistan","Female","2008","Eastern Mediterranean","3.3 [0.2-11.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Albania","Female","2008","Europe","20.5 [9.6-32.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Algeria","Female","2008","Africa","24.3 [15.6-33.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Andorra","Female","2008","Europe","22.6 [8.1-38.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Angola","Female","2008","Africa","10.2 [1.4-25.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Antigua and Barbuda","Female","2008","Americas","33.1 [14.5-50.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Argentina","Female","2008","Americas","31.0 [22.5-39.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Armenia","Female","2008","Europe","30.2 [24.0-36.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Australia","Female","2008","Western Pacific","24.9 [21.0-28.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Austria","Female","2008","Europe","17.1 [6.5-29.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Azerbaijan","Female","2008","Europe","32.1 [25.8-38.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bahamas","Female","2008","Americas","42.6 [25.1-59.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Bahrain","Female","2008","Eastern Mediterranean","38.2 [29.1-47.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bangladesh","Female","2008","South-East Asia","1.3 [0.8-2.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Barbados","Female","2008","Americas","44.2 [30.9-57.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Belarus","Female","2008","Europe","26.4 [9.3-44.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Belgium","Female","2008","Europe","16.9 [9.2-24.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Belize","Female","2008","Americas","45.4 [38.6-52.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Benin","Female","2008","Africa","9.5 [6.9-12.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bhutan","Female","2008","South-East Asia","6.6 [2.0-12.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bolivia (Plurinational State of)","Female","2008","Americas","27.1 [21.6-32.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bosnia and Herzegovina","Female","2008","Europe","25.3 [18.0-32.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Botswana","Female","2008","Africa","22.8 [17.0-28.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Brazil","Female","2008","Americas","22.1 [17.8-26.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Brunei Darussalam","Female","2008","Western Pacific","7.2 [0.8-21.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Bulgaria","Female","2008","Europe","20.4 [13.3-27.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Burkina Faso","Female","2008","Africa","3.0 [1.4-5.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Burundi","Female","2008","Africa","3.7 [0.3-12.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Cambodia","Female","2008","Western Pacific","2.8 [1.8-4.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cameroon","Female","2008","Africa","15.1 [10.1-21.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Canada","Female","2008","Americas","23.9 [19.8-27.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cape Verde","Female","2008","Africa","15.3 [10.4-21.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Central African Republic","Female","2008","Africa","5.3 [1.2-12.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Chad","Female","2008","Africa","3.8 [1.8-6.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Chile","Female","2008","Americas","33.6 [26.5-41.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","China","Female","2008","Western Pacific","6.5 [4.5-8.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Colombia","Female","2008","Americas","23.7 [19.5-27.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Comoros","Female","2008","Africa","5.3 [1.7-10.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Congo","Female","2008","Africa","7.5 [3.5-12.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cook Islands","Female","2008","Western Pacific","68.5 [59.8-77.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Costa Rica","Female","2008","Americas","28.3 [21.6-35.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","C?te d'Ivoire","Female","2008","Africa","9.7 [4.9-15.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Croatia","Female","2008","Europe","19.4 [10.2-29.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cuba","Female","2008","Americas","27.5 [17.9-37.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cyprus","Female","2008","Europe","21.9 [14.6-29.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Czech Republic","Female","2008","Europe","26.5 [21.1-32.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2008","South-East Asia","3.9 [0.2-14.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Democratic Republic of the Congo","Female","2008","Africa","3.0 [1.6-5.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Denmark","Female","2008","Europe","15.4 [7.3-24.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Djibouti","Female","2008","Eastern Mediterranean","13.8 [2.8-30.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Dominica","Female","2008","Americas","39.1 [32.4-45.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Dominican Republic","Female","2008","Americas","29.3 [19.2-39.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ecuador","Female","2008","Americas","28.2 [19.9-36.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Egypt","Female","2008","Eastern Mediterranean","46.3 [42.7-49.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","El Salvador","Female","2008","Americas","32.9 [27.6-38.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Equatorial Guinea","Female","2008","Africa","14.8 [2.4-33.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Eritrea","Female","2008","Africa","2.3 [0.9-4.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Estonia","Female","2008","Europe","17.6 [8.4-28.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ethiopia","Female","2008","Africa","1.6 [0.8-2.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Fiji","Female","2008","Western Pacific","42.2 [33.5-50.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Finland","Female","2008","Europe","18.6 [14.0-23.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","France","Female","2008","Europe","14.6 [10.4-19.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Gabon","Female","2008","Africa","21.5 [15.3-28.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Gambia","Female","2008","Africa","14.4 [7.0-25.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Georgia","Female","2008","Europe","25.7 [9.1-43.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Germany","Female","2008","Europe","19.2 [14.3-24.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ghana","Female","2008","Africa","11.7 [9.4-14.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Greece","Female","2008","Europe","16.1 [9.6-22.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Grenada","Female","2008","Americas","32.1 [15.1-49.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Guatemala","Female","2008","Americas","26.7 [18.7-33.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Guinea","Female","2008","Africa","5.1 [2.5-8.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Guinea-Bissau","Female","2008","Africa","8.1 [1.1-21.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Guyana","Female","2008","Americas","27.1 [9.9-45.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Haiti","Female","2008","Americas","8.4 [5.1-12.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Honduras","Female","2008","Americas","26.3 [20.0-31.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Hungary","Female","2008","Europe","22.9 [11.1-35.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Iceland","Female","2008","Europe","20.3 [9.6-32.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","India","Female","2008","South-East Asia","2.5 [1.6-3.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Indonesia","Female","2008","South-East Asia","6.9 [4.2-9.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Iran (Islamic Republic of)","Female","2008","Eastern Mediterranean","29.5 [25.7-33.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Iraq","Female","2008","Eastern Mediterranean","36.2 [29.0-43.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ireland","Female","2008","Europe","23.3 [18.5-28.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Israel","Female","2008","Europe","27.6 [22.5-33.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Italy","Female","2008","Europe","14.9 [10.6-19.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Jamaica","Female","2008","Americas","38.2 [32.5-43.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Japan","Female","2008","Western Pacific","3.5 [2.3-4.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Jordan","Female","2008","Eastern Mediterranean","41.7 [38.4-44.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kazakhstan","Female","2008","Europe","27.4 [17.3-37.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kenya","Female","2008","Africa","6.8 [4.3-9.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kiribati","Female","2008","Western Pacific","53.6 [45.7-61.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kuwait","Female","2008","Eastern Mediterranean","52.4 [46.7-58.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kyrgyzstan","Female","2008","Europe","21.6 [11.3-32.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lao People's Democratic Republic","Female","2008","Western Pacific","4.1 [1.8-7.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Latvia","Female","2008","Europe","21.8 [12.1-32.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lebanon","Female","2008","Eastern Mediterranean","29.7 [25.2-34.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lesotho","Female","2008","Africa","26.6 [18.9-33.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Liberia","Female","2008","Africa","7.7 [4.4-11.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Libya","Female","2008","Eastern Mediterranean","41.3 [36.0-46.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lithuania","Female","2008","Europe","24.7 [14.9-35.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Luxembourg","Female","2008","Europe","22.2 [10.2-35.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Madagascar","Female","2008","Africa","1.5 [0.9-2.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Malawi","Female","2008","Africa","6.2 [4.2-8.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Malaysia","Female","2008","Western Pacific","17.9 [13.2-23.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Maldives","Female","2008","South-East Asia","26.1 [17.1-35.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mali","Female","2008","Africa","6.8 [4.2-10.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Malta","Female","2008","Europe","26.8 [13.8-40.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Marshall Islands","Female","2008","Western Pacific","53.9 [44.6-62.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mauritania","Female","2008","Africa","23.3 [15.2-31.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mauritius","Female","2008","Africa","23.0 [13.3-31.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mexico","Female","2008","Americas","38.4 [33.0-43.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Micronesia (Federated States of)","Female","2008","Western Pacific","53.4 [44.2-62.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Monaco","Female","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Mongolia","Female","2008","Western Pacific","20.7 [16.5-24.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Montenegro","Female","2008","Europe","20.7 [6.3-38.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Morocco","Female","2008","Eastern Mediterranean","23.1 [16.7-29.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mozambique","Female","2008","Africa","7.8 [4.5-11.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Myanmar","Female","2008","South-East Asia","6.1 [3.5-9.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Namibia","Female","2008","Africa","16.8 [11.9-22.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nauru","Female","2008","Western Pacific","74.7 [67.0-82.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nepal","Female","2008","South-East Asia","1.6 [0.8-2.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Netherlands","Female","2008","Europe","16.1 [11.4-21.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","New Zealand","Female","2008","Western Pacific","27.7 [22.4-32.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nicaragua","Female","2008","Americas","31.3 [26.3-36.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Niger","Female","2008","Africa","3.7 [2.0-5.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nigeria","Female","2008","Africa","9.0 [6.4-11.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Niue","Female","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Norway","Female","2008","Europe","17.9 [12.3-24.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Oman","Female","2008","Eastern Mediterranean","25.9 [17.2-33.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Pakistan","Female","2008","Eastern Mediterranean","8.4 [3.5-15.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Palau","Female","2008","Western Pacific","56.3 [38.9-74.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Panama","Female","2008","Americas","32.1 [23.2-41.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Papua New Guinea","Female","2008","Western Pacific","20.1 [13.1-27.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Paraguay","Female","2008","Americas","22.3 [5.6-42.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Peru","Female","2008","Americas","21.7 [17.4-25.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Philippines","Female","2008","Western Pacific","8.3 [4.7-12.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Poland","Female","2008","Europe","22.9 [18.4-27.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Portugal","Female","2008","Europe","22.3 [16.4-28.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Qatar","Female","2008","Eastern Mediterranean","39.3 [33.2-45.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Republic of Korea","Female","2008","Western Pacific","7.7 [5.5-10.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Republic of Moldova","Female","2008","Europe","28.8 [21.9-35.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Romania","Female","2008","Europe","19.0 [10.0-28.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Russian Federation","Female","2008","Europe","29.8 [25.8-33.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Rwanda","Female","2008","Africa","4.0 [2.1-6.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saint Kitts and Nevis","Female","2008","Americas","49.4 [41.5-56.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saint Lucia","Female","2008","Americas","31.9 [17.1-45.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saint Vincent and the Grenadines","Female","2008","Americas","33.5 [15.3-51.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Samoa","Female","2008","Western Pacific","66.7 [57.7-75.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","San Marino","Female","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Sao Tome and Principe","Female","2008","Africa","15.4 [9.7-22.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saudi Arabia","Female","2008","Eastern Mediterranean","43.5 [38.3-48.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Senegal","Female","2008","Africa","12.5 [8.0-18.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Serbia","Female","2008","Europe","20.3 [15.4-25.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Seychelles","Female","2008","Africa","33.7 [26.5-40.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sierra Leone","Female","2008","Africa","10.1 [7.4-13.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Singapore","Female","2008","Western Pacific","6.2 [3.9-8.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Slovakia","Female","2008","Europe","24.3 [8.7-41.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Slovenia","Female","2008","Europe","25.9 [9.3-44.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Solomon Islands","Female","2008","Western Pacific","39.2 [30.3-47.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Somalia","Female","2008","Eastern Mediterranean","7.1 [0.9-19.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","South Africa","Female","2008","Africa","42.8 [38.2-47.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Spain","Female","2008","Europe","23.0 [18.4-27.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sri Lanka","Female","2008","South-East Asia","7.3 [4.4-10.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sudan","Female","2008","Eastern Mediterranean","8.9 [1.3-22.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Suriname","Female","2008","Americas","34.6 [17.7-52.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Swaziland","Female","2008","Africa","37.1 [30.2-43.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sweden","Female","2008","Europe","15.0 [10.1-20.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Switzerland","Female","2008","Europe","11.6 [5.5-19.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Syrian Arab Republic","Female","2008","Eastern Mediterranean","39.0 [31.0-47.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tajikistan","Female","2008","Europe","11.6 [4.0-21.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Thailand","Female","2008","South-East Asia","11.8 [9.0-15.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","The former Yugoslav Republic of Macedonia","Female","2008","Europe","18.9 [7.8-30.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Timor-Leste","Female","2008","South-East Asia","4.3 [0.4-13.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Togo","Female","2008","Africa","6.1 [2.1-11.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tonga","Female","2008","Western Pacific","70.3 [61.8-78.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Trinidad and Tobago","Female","2008","Americas","38.0 [23.3-51.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tunisia","Female","2008","Eastern Mediterranean","33.4 [24.0-43.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Turkey","Female","2008","Europe","35.6 [32.0-39.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Turkmenistan","Female","2008","Europe","14.5 [6.8-24.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tuvalu","Female","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Uganda","Female","2008","Africa","4.9 [2.7-7.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ukraine","Female","2008","Europe","23.6 [12.7-34.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United Arab Emirates","Female","2008","Eastern Mediterranean","43.0 [35.0-51.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United Kingdom","Female","2008","Europe","25.2 [21.5-28.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United Republic of Tanzania","Female","2008","Africa","6.8 [3.7-10.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United States of America","Female","2008","Americas","33.2 [29.6-37.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Uruguay","Female","2008","Americas","26.0 [18.9-33.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Uzbekistan","Female","2008","Europe","19.8 [11.3-27.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Vanuatu","Female","2008","Western Pacific","36.8 [28.8-45.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Venezuela (Bolivarian Republic of)","Female","2008","Americas","34.8 [25.4-44.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Viet Nam","Female","2008","Western Pacific","2.0 [1.0-3.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Yemen","Female","2008","Eastern Mediterranean","22.7 [7.8-41.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Zambia","Female","2008","Africa","7.0 [4.5-9.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Zimbabwe","Female","2008","Africa","13.8 [9.6-19.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Afghanistan","Both sexes","2008","Eastern Mediterranean","2.4 [0.4-6.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Albania","Both sexes","2008","Europe","21.1 [13.5-28.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Algeria","Both sexes","2008","Africa","17.5 [12.5-22.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Andorra","Both sexes","2008","Europe","24.2 [14.3-34.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Angola","Both sexes","2008","Africa","7.2 [1.9-16.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Antigua and Barbuda","Both sexes","2008","Americas","25.8 [14.7-37.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Argentina","Both sexes","2008","Americas","29.4 [23.9-35.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Armenia","Both sexes","2008","Europe","23.4 [19.3-27.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Australia","Both sexes","2008","Western Pacific","25.1 [22.5-27.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Austria","Both sexes","2008","Europe","18.3 [11.0-26.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Azerbaijan","Both sexes","2008","Europe","24.7 [20.5-28.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bahamas","Both sexes","2008","Americas","35.0 [23.9-46.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Bahrain","Both sexes","2008","Eastern Mediterranean","32.6 [26.8-38.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bangladesh","Both sexes","2008","South-East Asia","1.1 [0.6-1.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Barbados","Both sexes","2008","Americas","33.4 [25.1-41.6]","","","",""
