"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"BMI ? 25 (age-standardized estimate)","20+","Vanuatu","Male","2008","Western Pacific","62.4 [53.0-69.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Venezuela (Bolivarian Republic of)","Male","2008","Americas","67.9 [57.2-75.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Viet Nam","Male","2008","Western Pacific","9.4 [5.8-14.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Yemen","Male","2008","Eastern Mediterranean","40.2 [18.7-62.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Zambia","Male","2008","Africa","9.1 [4.2-16.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Zimbabwe","Male","2008","Africa","17.6 [10.5-25.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Afghanistan","Female","2008","Eastern Mediterranean","13.6 [2.0-34.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Albania","Female","2008","Europe","48.2 [31.0-63.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Algeria","Female","2008","Africa","54.5 [42.9-64.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Andorra","Female","2008","Europe","51.9 [28.5-71.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Angola","Female","2008","Africa","30.7 [8.1-57.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Antigua and Barbuda","Female","2008","Americas","63.3 [40.5-79.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Argentina","Female","2008","Americas","61.1 [51.2-70.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Armenia","Female","2008","Europe","59.3 [52.7-65.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Australia","Female","2008","Western Pacific","56.2 [51.3-60.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Austria","Female","2008","Europe","42.1 [23.5-58.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Azerbaijan","Female","2008","Europe","61.9 [55.3-67.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bahamas","Female","2008","Americas","72.1 [54.0-85.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Bahrain","Female","2008","Eastern Mediterranean","70.5 [61.6-78.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bangladesh","Female","2008","South-East Asia","7.8 [5.1-11.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Barbados","Female","2008","Americas","75.1 [63.1-84.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Belarus","Female","2008","Europe","55.6 [30.1-75.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Belgium","Female","2008","Europe","43.1 [30.0-54.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Belize","Female","2008","Americas","76.6 [71.0-81.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Benin","Female","2008","Africa","31.7 [25.7-38.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bhutan","Female","2008","South-East Asia","24.4 [10.7-39.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bolivia (Plurinational State of)","Female","2008","Americas","58.9 [52.3-64.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bosnia and Herzegovina","Female","2008","Europe","53.1 [43.7-61.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Botswana","Female","2008","Africa","52.3 [44.6-59.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Brazil","Female","2008","Americas","52.0 [46.4-57.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Brunei Darussalam","Female","2008","Western Pacific","24.6 [5.4-51.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Bulgaria","Female","2008","Europe","47.1 [36.8-56.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Burkina Faso","Female","2008","Africa","14.2 [8.0-22.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Burundi","Female","2008","Africa","14.7 [2.3-37.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Cambodia","Female","2008","Western Pacific","13.8 [10.1-18.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cameroon","Female","2008","Africa","42.3 [33.4-51.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Canada","Female","2008","Americas","55.2 [50.0-60.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cape Verde","Female","2008","Africa","42.6 [33.9-51.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Central African Republic","Female","2008","Africa","20.9 [7.2-38.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Chad","Female","2008","Africa","16.9 [9.8-25.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Chile","Female","2008","Americas","65.7 [58.0-72.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","China","Female","2008","Western Pacific","24.9 [19.2-30.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Colombia","Female","2008","Americas","53.8 [48.4-58.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Comoros","Female","2008","Africa","21.1 [9.5-35.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Congo","Female","2008","Africa","27.0 [16.2-37.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cook Islands","Female","2008","Western Pacific","90.2 [86.1-93.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Costa Rica","Female","2008","Americas","58.8 [50.4-66.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Côte d'Ivoire","Female","2008","Africa","32.3 [20.8-44.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Croatia","Female","2008","Europe","44.6 [30.1-57.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cuba","Female","2008","Americas","57.9 [46.1-68.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cyprus","Female","2008","Europe","47.6 [37.2-57.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Czech Republic","Female","2008","Europe","53.1 [46.3-59.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2008","South-East Asia","15.3 [1.8-40.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Democratic Republic of the Congo","Female","2008","Africa","14.5 [9.0-21.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Denmark","Female","2008","Europe","42.1 [26.9-56.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Djibouti","Female","2008","Eastern Mediterranean","37.4 [13.2-62.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Dominica","Female","2008","Americas","71.2 [64.5-76.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Dominican Republic","Female","2008","Americas","61.1 [49.0-71.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ecuador","Female","2008","Americas","60.2 [50.2-68.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Egypt","Female","2008","Eastern Mediterranean","76.9 [74.1-79.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","El Salvador","Female","2008","Americas","65.6 [59.9-71.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Equatorial Guinea","Female","2008","Africa","38.9 [11.9-65.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Eritrea","Female","2008","Africa","11.4 [6.0-19.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Estonia","Female","2008","Europe","45.0 [29.1-59.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ethiopia","Female","2008","Africa","9.0 [5.4-13.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Fiji","Female","2008","Western Pacific","72.9 [65.0-79.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Finland","Female","2008","Europe","46.2 [39.1-53.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","France","Female","2008","Europe","40.0 [32.6-47.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Gabon","Female","2008","Africa","51.6 [42.7-59.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Gambia","Female","2008","Africa","40.9 [26.3-57.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Georgia","Female","2008","Europe","54.8 [29.6-74.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Germany","Female","2008","Europe","46.6 [39.0-53.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ghana","Female","2008","Africa","36.7 [32.2-42.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Greece","Female","2008","Europe","41.3 [30.3-51.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Grenada","Female","2008","Americas","62.2 [40.3-78.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Guatemala","Female","2008","Americas","58.6 [48.7-66.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Guinea","Female","2008","Africa","20.8 [12.7-30.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Guinea-Bissau","Female","2008","Africa","26.3 [6.8-51.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Guyana","Female","2008","Americas","56.6 [31.9-76.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Haiti","Female","2008","Americas","29.4 [21.0-38.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Honduras","Female","2008","Americas","57.8 [50.0-64.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Hungary","Female","2008","Europe","49.4 [32.1-64.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Iceland","Female","2008","Europe","49.1 [31.8-64.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","India","Female","2008","South-East Asia","12.5 [9.3-16.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Indonesia","Female","2008","South-East Asia","25.3 [18.2-32.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Iran (Islamic Republic of)","Female","2008","Eastern Mediterranean","61.0 [56.8-64.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Iraq","Female","2008","Eastern Mediterranean","68.2 [60.9-74.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ireland","Female","2008","Europe","54.8 [48.4-60.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Israel","Female","2008","Europe","57.8 [51.5-64.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Italy","Female","2008","Europe","40.1 [32.7-47.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Jamaica","Female","2008","Americas","70.6 [65.1-75.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Japan","Female","2008","Western Pacific","15.9 [12.0-20.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Jordan","Female","2008","Eastern Mediterranean","71.2 [68.3-73.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kazakhstan","Female","2008","Europe","55.9 [43.4-66.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kenya","Female","2008","Africa","25.5 [18.7-32.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kiribati","Female","2008","Western Pacific","82.5 [76.8-87.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kuwait","Female","2008","Eastern Mediterranean","81.3 [77.3-84.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kyrgyzstan","Female","2008","Europe","48.9 [33.9-61.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lao People's Democratic Republic","Female","2008","Western Pacific","17.8 [10.0-27.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Latvia","Female","2008","Europe","47.8 [33.5-61.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lebanon","Female","2008","Eastern Mediterranean","58.7 [53.6-63.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lesotho","Female","2008","Africa","58.1 [48.6-65.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Liberia","Female","2008","Africa","27.5 [18.9-36.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Libya","Female","2008","Eastern Mediterranean","71.0 [66.0-75.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lithuania","Female","2008","Europe","51.0 [37.5-63.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Luxembourg","Female","2008","Europe","49.2 [30.7-65.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Madagascar","Female","2008","Africa","8.8 [6.0-12.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Malawi","Female","2008","Africa","24.3 [18.7-30.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Malaysia","Female","2008","Western Pacific","47.0 [39.6-54.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Maldives","Female","2008","South-East Asia","52.5 [41.6-61.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mali","Female","2008","Africa","25.7 [18.3-33.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Malta","Female","2008","Europe","56.0 [38.4-70.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Marshall Islands","Female","2008","Western Pacific","82.0 [75.6-87.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mauritania","Female","2008","Africa","53.9 [42.9-63.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mauritius","Female","2008","Africa","51.7 [38.3-62.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mexico","Female","2008","Americas","70.3 [65.3-74.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Micronesia (Federated States of)","Female","2008","Western Pacific","82.5 [75.7-88.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Monaco","Female","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Mongolia","Female","2008","Western Pacific","49.6 [43.9-54.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Montenegro","Female","2008","Europe","48.4 [23.3-69.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Morocco","Female","2008","Eastern Mediterranean","53.6 [44.9-60.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mozambique","Female","2008","Africa","28.0 [19.4-36.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Myanmar","Female","2008","South-East Asia","23.6 [16.0-31.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Namibia","Female","2008","Africa","44.7 [36.7-52.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nauru","Female","2008","Western Pacific","92.3 [89.2-94.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nepal","Female","2008","South-East Asia","8.9 [5.3-14.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Netherlands","Female","2008","Europe","43.2 [35.3-50.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","New Zealand","Female","2008","Western Pacific","60.6 [54.2-66.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nicaragua","Female","2008","Americas","63.2 [57.7-68.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Niger","Female","2008","Africa","16.6 [11.0-23.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nigeria","Female","2008","Africa","31.2 [24.8-37.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Niue","Female","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Norway","Female","2008","Europe","47.6 [38.6-56.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Oman","Female","2008","Eastern Mediterranean","57.2 [46.0-66.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Pakistan","Female","2008","Eastern Mediterranean","28.8 [16.1-43.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Palau","Female","2008","Western Pacific","81.7 [68.2-91.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Panama","Female","2008","Americas","64.1 [53.5-73.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Papua New Guinea","Female","2008","Western Pacific","50.3 [39.4-60.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Paraguay","Female","2008","Americas","50.2 [21.8-73.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Peru","Female","2008","Americas","52.2 [46.4-57.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Philippines","Female","2008","Western Pacific","29.1 [20.0-38.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Poland","Female","2008","Europe","49.6 [43.1-56.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Portugal","Female","2008","Europe","50.8 [42.3-58.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Qatar","Female","2008","Eastern Mediterranean","71.3 [65.4-76.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Republic of Korea","Female","2008","Western Pacific","27.4 [22.0-33.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Republic of Moldova","Female","2008","Europe","57.7 [50.3-64.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Romania","Female","2008","Europe","45.4 [31.4-57.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Russian Federation","Female","2008","Europe","58.9 [54.5-63.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Rwanda","Female","2008","Africa","17.5 [10.8-25.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saint Kitts and Nevis","Female","2008","Americas","79.5 [73.4-84.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saint Lucia","Female","2008","Americas","63.6 [46.2-76.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saint Vincent and the Grenadines","Female","2008","Americas","63.7 [41.2-80.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Samoa","Female","2008","Western Pacific","88.9 [84.6-92.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","San Marino","Female","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Sao Tome and Principe","Female","2008","Africa","42.1 [32.1-52.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saudi Arabia","Female","2008","Eastern Mediterranean","73.2 [68.9-76.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Senegal","Female","2008","Africa","37.0 [28.1-46.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Serbia","Female","2008","Europe","46.2 [39.2-52.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Seychelles","Female","2008","Africa","64.1 [56.3-71.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sierra Leone","Female","2008","Africa","33.4 [27.3-39.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Singapore","Female","2008","Western Pacific","23.7 [17.5-29.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Slovakia","Female","2008","Europe","53.2 [29.4-73.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Slovenia","Female","2008","Europe","55.2 [30.5-75.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Solomon Islands","Female","2008","Western Pacific","71.1 [62.5-78.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Somalia","Female","2008","Eastern Mediterranean","24.0 [5.7-48.2]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","South Africa","Female","2008","Africa","73.6 [69.5-77.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Spain","Female","2008","Europe","50.9 [44.6-57.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sri Lanka","Female","2008","South-East Asia","26.5 [18.8-34.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sudan","Female","2008","Eastern Mediterranean","28.2 [7.5-53.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Suriname","Female","2008","Americas","64.8 [44.7-81.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Swaziland","Female","2008","Africa","68.2 [61.7-73.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sweden","Female","2008","Europe","42.5 [33.6-50.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Switzerland","Female","2008","Europe","34.1 [21.3-46.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Syrian Arab Republic","Female","2008","Eastern Mediterranean","69.3 [61.6-76.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tajikistan","Female","2008","Europe","33.9 [17.7-49.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Thailand","Female","2008","South-East Asia","36.4 [30.9-42.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","The former Yugoslav Republic of Macedonia","Female","2008","Europe","46.0 [27.9-61.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Timor-Leste","Female","2008","South-East Asia","16.5 [2.9-38.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Togo","Female","2008","Africa","23.3 [11.1-36.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tonga","Female","2008","Western Pacific","90.6 [86.7-93.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Trinidad and Tobago","Female","2008","Americas","69.6 [54.7-81.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tunisia","Female","2008","Eastern Mediterranean","64.2 [54.0-73.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Turkey","Female","2008","Europe","65.8 [62.1-69.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Turkmenistan","Female","2008","Europe","40.4 [25.5-54.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tuvalu","Female","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Uganda","Female","2008","Africa","20.4 [13.3-28.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ukraine","Female","2008","Europe","53.2 [38.6-65.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United Arab Emirates","Female","2008","Eastern Mediterranean","73.9 [66.8-80.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United Kingdom","Female","2008","Europe","57.5 [52.8-61.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United Republic of Tanzania","Female","2008","Africa","25.8 [17.2-34.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United States of America","Female","2008","Americas","66.3 [62.6-70.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Uruguay","Female","2008","Americas","55.4 [46.1-63.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Uzbekistan","Female","2008","Europe","47.2 [34.7-57.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Vanuatu","Female","2008","Western Pacific","68.5 [60.6-75.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Venezuela (Bolivarian Republic of)","Female","2008","Americas","67.0 [57.2-75.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Viet Nam","Female","2008","Western Pacific","10.8 [6.4-16.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Yemen","Female","2008","Eastern Mediterranean","51.0 [27.0-72.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Zambia","Female","2008","Africa","26.0 [19.5-32.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Zimbabwe","Female","2008","Africa","40.3 [32.3-48.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Afghanistan","Both sexes","2008","Eastern Mediterranean","11.8 [3.5-25.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Albania","Both sexes","2008","Europe","54.2 [42.8-64.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Algeria","Both sexes","2008","Africa","48.2 [40.3-55.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Andorra","Both sexes","2008","Europe","58.9 [44.5-71.2]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Angola","Both sexes","2008","Africa","25.8 [11.0-43.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Antigua and Barbuda","Both sexes","2008","Americas","59.0 [43.4-72.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Argentina","Both sexes","2008","Americas","64.0 [57.5-70.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Armenia","Both sexes","2008","Europe","55.1 [49.6-60.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Australia","Both sexes","2008","Western Pacific","61.3 [58.1-64.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Austria","Both sexes","2008","Europe","49.6 [37.7-60.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Azerbaijan","Both sexes","2008","Europe","57.4 [52.3-62.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bahamas","Both sexes","2008","Americas","69.2 [56.9-79.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Bahrain","Both sexes","2008","Eastern Mediterranean","70.3 [64.2-75.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bangladesh","Both sexes","2008","South-East Asia","7.7 [4.8-12.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Barbados","Both sexes","2008","Americas","68.3 [58.7-76.0]","","","",""
